Serial Number:,DEN1I104,,,,,,,,
APP Serial #,4000695,,,,,,,,
APP Ver:,  R1-6-3,,,,,,,,
COM Ver:,   R2-6-1,,,,,,,,
Instrument Name:,tulipdendro                 ,,,,,,,,
Comment:,                            ,,,,,,,,
Channel,Slope,Intercept,,,,,,,
Chan1,1,0,,,,,,,
Chan2,1,0,,,,,,,
Chan3,1,0,,,,,,,
Chan4,1,0,,,,,,,
Chan5,1,0,,,,,,,
,,,,,,,,,
Date,Time,Chan1 (mm ),Chan1 (mV),Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Message
27/07/2020,14:50:13,195.058,54.094,4.2,25.9,present ,13.68,40.2,
27/07/2020,15:00:13,195.059,54.155,4.2,25.5,present ,13.72,40.2,
27/07/2020,15:10:13,195.053,53.908,4.2,25.1,present ,13.72,40.2,
27/07/2020,15:20:13,195.057,54.058,4.2,26.8,present ,13.69,40.8,
27/07/2020,15:30:13,195.047,53.68,4.21,28.1,present ,13.72,40.2,
27/07/2020,15:40:13,195.044,53.57,4.2,28.1,present ,13.72,40.8,
27/07/2020,15:50:13,195.049,53.742,4.2,27.8,present ,13.68,40.2,
27/07/2020,16:00:13,195.058,54.117,4.2,27.4,present ,13.72,40.2,
27/07/2020,16:10:13,195.06,54.195,4.2,27,present ,13.68,40.2,
27/07/2020,16:20:13,195.049,53.752,4.2,27.1,present ,13.72,40.8,
27/07/2020,16:30:13,195.036,53.254,4.2,27.5,present ,13.72,40.2,
27/07/2020,16:40:12,195.027,52.898,4.2,28.6,present ,13.69,40.8,
27/07/2020,16:50:13,195.029,52.991,4.21,29.1,present ,13.72,40.5,
27/07/2020,17:00:13,195.055,54.013,4.21,30.2,present ,13.68,40.5,
27/07/2020,17:10:12,195.089,55.32,4.21,30.7,present ,13.72,41.1,
27/07/2020,17:20:12,195.113,56.27,4.21,29.8,present ,13.72,40.5,
27/07/2020,17:30:13,195.134,57.12,4.2,29.6,present ,13.72,40.5,
27/07/2020,17:40:13,195.148,57.665,4.2,30.6,present ,13.72,41.1,
27/07/2020,17:50:13,195.157,57.997,4.21,29.9,present ,13.68,40.5,
27/07/2020,18:00:13,195.172,58.606,4.21,30.3,present ,13.72,40.5,
27/07/2020,18:10:13,195.173,58.644,4.21,30.7,present ,13.72,41.1,
27/07/2020,18:20:13,195.099,55.724,4.21,29.6,present ,13.48,41.1,
27/07/2020,18:30:13,195.079,54.931,4.2,26.4,present ,12.92,42.9,
27/07/2020,18:40:13,195.13,56.965,4.2,26.7,present ,12.92,42.9,
27/07/2020,18:50:13,195.146,57.593,4.2,25.9,present ,12.89,43.2,
27/07/2020,19:00:13,195.103,55.868,4.2,25.5,present ,12.92,42.9,
27/07/2020,19:10:13,195.069,54.546,4.2,26.4,present ,12.79,43.8,
27/07/2020,19:20:13,195.068,54.521,4.2,26.2,present ,12.72,43.8,
27/07/2020,19:30:12,195.016,52.441,4.2,25.8,present ,12.68,43.5,
27/07/2020,19:40:13,194.995,51.648,4.2,24.2,present ,12.58,44.4,
27/07/2020,19:50:12,194.987,51.323,4.2,23.1,present ,12.51,44.7,
27/07/2020,20:00:12,194.977,50.911,4.2,22.6,present ,12.37,44.4,
27/07/2020,20:10:13,194.974,50.814,4.2,22.5,present ,12.26,44.7,
27/07/2020,20:20:13,194.96,50.242,4.2,21.8,present ,12.13,45.3,
27/07/2020,20:30:13,194.95,49.846,4.2,21.2,present ,12.06,46.2,
27/07/2020,20:40:13,194.933,49.211,4.2,20.4,present ,11.99,45.9,
27/07/2020,20:50:13,194.922,48.744,4.2,19.6,present ,11.92,46.2,
27/07/2020,21:00:13,194.911,48.335,4.19,18.7,present ,11.85,46.2,
27/07/2020,21:10:13,194.904,48.032,4.19,18.2,present ,11.82,46.8,
27/07/2020,21:20:13,194.894,47.663,4.19,17.79,present ,11.79,47.1,
27/07/2020,21:30:13,194.887,47.399,4.19,17.4,present ,11.75,46.5,
27/07/2020,21:40:13,194.883,47.236,4.19,17.1,present ,11.71,46.8,
27/07/2020,21:50:13,194.88,47.088,4.19,17.1,present ,11.72,47.4,
27/07/2020,22:00:13,194.877,46.984,4.19,16.9,present ,11.64,47.1,
27/07/2020,22:10:12,194.875,46.891,4.19,16.6,present ,11.61,47.1,
27/07/2020,22:20:13,194.868,46.625,4.19,16.29,present ,11.61,47.7,
27/07/2020,22:30:12,194.866,46.559,4.19,16.2,present ,11.58,47.7,
27/07/2020,22:40:12,194.863,46.44,4.19,16.29,present ,11.57,47.4,
27/07/2020,22:50:13,194.861,46.343,4.19,16.2,present ,11.54,48,
27/07/2020,23:00:13,194.857,46.208,4.19,16.2,present ,11.51,47.7,
27/07/2020,23:10:13,194.855,46.13,4.19,16.1,present ,11.51,48.3,
27/07/2020,23:20:13,194.853,46.052,4.19,16,present ,11.47,47.7,
27/07/2020,23:30:13,194.852,46.013,4.19,16,present ,11.44,47.7,
27/07/2020,23:40:13,194.85,45.922,4.19,15.8,present ,11.44,48,
27/07/2020,23:50:13,194.848,45.834,4.19,15.8,present ,11.44,48,
28/07/2020,0:00:13,194.847,45.793,4.19,15.7,present ,11.4,48.3,
28/07/2020,0:10:13,194.845,45.723,4.19,15.6,present ,11.41,48.6,
28/07/2020,0:20:13,194.842,45.624,4.19,15.7,present ,11.41,48.6,
28/07/2020,0:30:13,194.845,45.712,4.19,15.6,present ,11.41,48.6,
28/07/2020,0:40:13,194.843,45.655,4.19,15.6,present ,11.37,48.3,
28/07/2020,0:50:13,194.839,45.474,4.19,15.5,present ,11.37,48.3,
28/07/2020,1:00:12,194.834,45.307,4.18,15.3,present ,11.37,48.6,
28/07/2020,1:10:12,194.835,45.339,4.19,15,present ,11.37,48.3,
28/07/2020,1:20:13,194.835,45.33,4.19,14.9,present ,11.37,48.3,
28/07/2020,1:30:13,194.833,45.236,4.19,15.1,present ,11.37,48.6,
28/07/2020,1:40:13,194.833,45.273,4.19,15,present ,11.33,48.3,
28/07/2020,1:50:13,194.833,45.239,4.19,14.9,present ,11.34,48.6,
28/07/2020,2:00:13,194.833,45.246,4.19,14.9,present ,11.33,48.3,
28/07/2020,2:10:13,194.834,45.282,4.19,14.9,present ,11.33,48.3,
28/07/2020,2:20:13,194.834,45.28,4.19,14.9,present ,11.34,48.9,
28/07/2020,2:30:13,194.833,45.273,4.19,14.5,present ,11.33,48.3,
28/07/2020,2:40:13,194.833,45.252,4.19,14.9,present ,11.33,48.3,
28/07/2020,2:50:13,194.834,45.287,4.19,15.1,present ,11.3,48.9,
28/07/2020,3:00:13,194.835,45.345,4.19,15.3,present ,11.3,48.3,
28/07/2020,3:10:13,194.834,45.285,4.19,15.4,present ,11.3,48.9,
28/07/2020,3:20:12,194.833,45.243,4.19,15.1,present ,11.3,48.6,
28/07/2020,3:30:13,194.832,45.223,4.19,15,present ,11.3,48.9,
28/07/2020,3:40:13,194.832,45.203,4.19,15.1,present ,11.3,48.6,
28/07/2020,3:50:13,194.83,45.126,4.19,15,present ,11.3,48.6,
28/07/2020,4:00:12,194.83,45.136,4.19,14.7,present ,11.27,49.2,
28/07/2020,4:10:13,194.827,45.027,4.19,14.8,present ,11.27,48.9,
28/07/2020,4:20:13,194.827,45.034,4.19,14.9,present ,11.27,49.2,
28/07/2020,4:30:13,194.823,44.847,4.19,14.8,present ,11.27,48.6,
28/07/2020,4:40:13,194.823,44.868,4.19,14.8,present ,11.27,49.2,
28/07/2020,4:50:13,194.823,44.877,4.19,14.8,present ,11.23,48.6,
28/07/2020,5:00:13,194.822,44.805,4.19,14.6,present ,11.23,48.6,
28/07/2020,5:10:13,194.822,44.833,4.19,14.7,present ,11.23,49.2,
28/07/2020,5:20:13,194.822,44.832,4.19,14.6,present ,11.23,49.2,
28/07/2020,5:30:13,194.822,44.816,4.19,14.5,present ,11.23,49.2,
28/07/2020,5:40:13,194.821,44.783,4.19,14.6,present ,11.23,48.9,
28/07/2020,5:50:13,194.82,44.746,4.19,14.5,present ,11.2,48.9,
28/07/2020,6:00:12,194.82,44.734,4.18,14.6,present ,11.16,49.2,
28/07/2020,6:10:12,194.816,44.573,4.19,14.4,present ,11.2,48.9,
28/07/2020,6:20:12,194.819,44.7,4.18,14.2,present ,11.23,49.2,
28/07/2020,6:30:13,194.82,44.734,4.19,14.4,present ,11.27,48.6,
28/07/2020,6:40:12,194.822,44.813,4.19,14.6,present ,11.27,49.2,
28/07/2020,6:50:13,194.829,45.089,4.19,14.9,present ,11.3,48.3,
28/07/2020,7:00:13,194.835,45.315,4.19,15.4,present ,11.37,48,
28/07/2020,7:10:13,194.855,46.126,4.19,15.9,present ,11.57,47.1,
28/07/2020,7:20:13,194.893,47.601,4.19,16.79,present ,11.85,46.2,
28/07/2020,7:30:13,194.883,47.24,4.19,17.5,present ,12.26,44.4,
28/07/2020,7:40:13,194.886,47.346,4.19,18,present ,12.75,43.2,
28/07/2020,7:50:13,194.969,50.608,4.2,20.1,present ,12.99,42.3,
28/07/2020,8:00:13,195.028,52.928,4.2,21.9,present ,13.58,40.8,
28/07/2020,8:10:13,195.071,54.64,4.2,23.1,present ,13.82,39.59,
28/07/2020,8:20:13,195.105,55.957,4.2,24.1,present ,14.13,39,
28/07/2020,8:30:13,195.126,56.798,4.2,25.5,present ,14.2,39,
28/07/2020,8:40:12,195.144,57.514,4.2,25.9,present ,14.17,39,
28/07/2020,8:50:13,195.162,58.219,4.2,26.9,present ,14.2,39,
28/07/2020,9:00:13,195.178,58.818,4.2,27.5,present ,14.17,39.59,
28/07/2020,9:10:12,195.179,58.874,4.2,28.1,present ,14.2,39,
28/07/2020,9:20:13,195.183,59.015,4.2,28.5,present ,14.21,39.59,
28/07/2020,9:30:12,195.186,59.138,4.2,29.1,present ,14.2,39,
28/07/2020,9:40:13,195.19,59.302,4.21,30,present ,14.21,39.3,
28/07/2020,9:50:13,195.202,59.78,4.21,30.9,present ,14.21,39.59,
28/07/2020,10:00:13,195.203,59.841,4.21,31.7,present ,14.17,39.3,
28/07/2020,10:10:13,195.202,59.794,4.21,32.09,present ,14.21,39.3,
28/07/2020,10:20:13,195.206,59.949,4.21,31.5,present ,14.21,39.59,
28/07/2020,10:30:13,195.218,60.418,4.21,30.2,present ,13.68,40.5,
28/07/2020,10:40:13,195.231,60.908,4.2,29,present ,13.72,40.5,
28/07/2020,10:50:13,195.243,61.415,4.2,27.7,present ,13.72,40.2,
28/07/2020,11:00:13,195.166,58.378,4.2,26.8,present ,13.72,40.2,
28/07/2020,11:10:13,195.205,59.905,4.2,26.6,present ,13.72,40.2,
28/07/2020,11:20:13,195.141,57.369,4.2,26.5,present ,13.72,40.5,
28/07/2020,11:30:12,195.118,56.469,4.21,25.9,present ,13.72,40.8,
28/07/2020,11:40:12,195.168,58.457,4.2,26.3,present ,13.69,40.8,
28/07/2020,11:50:12,195.137,57.234,4.2,26.7,present ,13.69,40.8,
28/07/2020,12:00:13,195.177,58.798,4.2,27.2,present ,13.69,40.8,
28/07/2020,12:10:12,195.154,57.902,4.2,27.4,present ,13.72,40.2,
28/07/2020,12:20:13,195.113,56.272,4.2,27.2,present ,13.72,40.2,
28/07/2020,12:30:13,195.089,55.352,4.2,27.1,present ,13.69,40.8,
28/07/2020,12:40:13,195.082,55.047,4.2,27.3,present ,13.72,40.5,
28/07/2020,12:50:13,195.073,54.685,4.2,27.1,present ,13.72,40.2,
28/07/2020,13:00:13,195.073,54.696,4.2,27.4,present ,13.68,40.2,
28/07/2020,13:10:13,195.067,54.456,4.2,27.3,present ,13.72,40.8,
28/07/2020,13:20:13,195.07,54.574,4.2,27.5,present ,13.72,40.2,
28/07/2020,13:30:13,195.069,54.547,4.2,27.8,present ,13.72,40.8,
28/07/2020,13:40:13,195.068,54.506,4.2,28.2,present ,13.69,40.8,
28/07/2020,13:50:13,195.068,54.487,4.2,27.6,present ,13.72,40.8,
28/07/2020,14:00:13,195.078,54.907,4.2,28.3,present ,13.72,40.2,
28/07/2020,14:10:12,195.079,54.945,4.2,28.1,present ,13.72,40.8,
28/07/2020,14:20:12,195.076,54.82,4.2,28,present ,13.72,40.2,
28/07/2020,14:30:12,195.076,54.804,4.2,28.1,present ,13.72,40.8,
28/07/2020,14:40:13,195.082,55.039,4.2,28.4,present ,13.72,40.2,
28/07/2020,14:50:12,195.087,55.271,4.2,29,present ,13.72,41.1,
28/07/2020,15:00:13,195.082,55.049,4.2,28.8,present ,13.72,40.8,
28/07/2020,15:10:13,195.085,55.176,4.2,28.9,present ,13.72,40.5,
28/07/2020,15:20:13,195.081,55.037,4.21,29.9,present ,13.72,40.5,
28/07/2020,15:30:13,195.077,54.866,4.21,30,present ,13.72,41.1,
28/07/2020,15:40:13,195.077,54.874,4.21,29.3,present ,13.68,40.5,
28/07/2020,15:50:13,195.077,54.874,4.2,29.1,present ,13.72,40.8,
28/07/2020,16:00:13,195.076,54.82,4.21,29.7,present ,13.72,41.1,
28/07/2020,16:10:13,195.077,54.861,4.2,28.2,present ,13.72,40.8,
28/07/2020,16:20:13,195.061,54.25,4.2,28.3,present ,13.72,40.2,
28/07/2020,16:30:13,195.081,55.019,4.2,29.2,present ,13.72,40.5,
28/07/2020,16:40:13,195.069,54.539,4.2,28.8,present ,13.72,40.2,
28/07/2020,16:50:13,195.078,54.897,4.2,29.5,present ,13.72,40.5,
28/07/2020,17:00:12,195.097,55.667,4.21,30.2,present ,13.72,40.5,
28/07/2020,17:10:12,195.07,54.604,4.21,30.9,present ,13.72,41.1,
28/07/2020,17:20:13,195.097,55.649,4.21,29.7,present ,13.72,40.5,
28/07/2020,17:30:12,195.126,56.801,4.2,28.4,present ,13.72,40.5,
28/07/2020,17:40:13,195.151,57.778,4.21,29.9,present ,13.72,41.1,
28/07/2020,17:50:13,195.176,58.749,4.21,31.4,present ,13.72,40.5,
28/07/2020,18:00:13,195.194,59.482,4.21,32.09,present ,13.72,40.5,
28/07/2020,18:10:13,195.19,59.319,4.2,31.9,present ,13.72,40.5,
28/07/2020,18:20:13,195.157,57.995,4.2,31.9,present ,13.23,42,
28/07/2020,18:30:13,195.179,58.884,4.21,30,present ,13.16,42,
28/07/2020,18:40:13,195.18,58.907,4.21,30.2,present ,13,43.2,
28/07/2020,18:50:13,195.19,59.327,4.21,28.9,present ,13.27,41.7,
28/07/2020,19:00:13,195.148,57.646,4.2,28.1,present ,12.92,43.2,
28/07/2020,19:10:13,195.104,55.936,4.2,28.1,present ,12.75,43.5,
28/07/2020,19:20:13,195.086,55.223,4.2,27.7,present ,12.68,43.5,
28/07/2020,19:30:13,195.046,53.658,4.2,27.1,present ,12.61,43.8,
28/07/2020,19:40:12,195.025,52.812,4.2,25.8,present ,12.57,43.8,
28/07/2020,19:50:12,195.013,52.345,4.2,24.6,present ,12.44,44.4,
28/07/2020,20:00:13,195.001,51.857,4.2,24.3,present ,12.33,44.7,
28/07/2020,20:10:12,194.992,51.503,4.2,23.9,present ,12.2,45.6,
28/07/2020,20:20:13,194.98,51.038,4.2,23.5,present ,12.06,46.2,
28/07/2020,20:30:13,194.971,50.707,4.2,23.2,present ,11.99,45.9,
28/07/2020,20:40:13,194.963,50.39,4.2,22.9,present ,11.96,46.5,
28/07/2020,20:50:13,194.956,50.083,4.2,22.6,present ,11.88,46.2,
28/07/2020,21:00:13,194.95,49.876,4.2,22.5,present ,11.85,46.5,
28/07/2020,21:10:13,194.946,49.687,4.2,22.4,present ,11.78,46.8,
28/07/2020,21:20:13,194.941,49.514,4.2,22,present ,11.75,47.1,
28/07/2020,21:30:13,194.937,49.36,4.2,21.8,present ,11.75,47.4,
28/07/2020,21:40:13,194.935,49.267,4.2,21.7,present ,11.71,47.1,
28/07/2020,21:50:13,194.934,49.221,4.2,21.5,present ,11.68,47.7,
28/07/2020,22:00:12,194.933,49.187,4.2,21.3,present ,11.61,47.4,
28/07/2020,22:10:13,194.932,49.155,4.2,21.3,present ,11.61,47.4,
28/07/2020,22:20:13,194.932,49.141,4.2,21.4,present ,11.61,47.4,
28/07/2020,22:30:12,194.93,49.074,4.2,21.3,present ,11.54,47.7,
28/07/2020,22:40:13,194.928,48.991,4.2,21.1,present ,11.51,48,
28/07/2020,22:50:12,194.926,48.906,4.2,20.9,present ,11.47,48,
28/07/2020,23:00:13,194.924,48.855,4.2,20.9,present ,11.48,48.6,
28/07/2020,23:10:13,194.923,48.802,4.2,20.8,present ,11.44,48.3,
28/07/2020,23:20:13,194.922,48.768,4.2,20.7,present ,11.44,48.3,
28/07/2020,23:30:13,194.92,48.694,4.2,20.7,present ,11.4,48.3,
28/07/2020,23:40:13,194.918,48.615,4.2,20.7,present ,11.41,48.9,
28/07/2020,23:50:13,194.916,48.51,4.2,20.5,present ,11.4,48.3,
29/07/2020,0:00:13,194.914,48.443,4.2,20.29,present ,11.37,48.9,
29/07/2020,0:10:13,194.912,48.351,4.2,20.2,present ,11.37,48.6,
29/07/2020,0:20:13,194.911,48.344,4.2,20,present ,11.34,48.6,
29/07/2020,0:30:13,194.91,48.297,4.2,20,present ,11.34,48.6,
29/07/2020,0:40:13,194.909,48.251,4.2,20.1,present ,11.37,48.6,
29/07/2020,0:50:12,194.91,48.289,4.2,20.2,present ,11.37,48.9,
29/07/2020,1:00:12,194.909,48.262,4.2,20,present ,11.37,48.9,
29/07/2020,1:10:13,194.91,48.303,4.2,19.9,present ,11.37,48.6,
29/07/2020,1:20:12,194.91,48.292,4.2,20,present ,11.38,49.2,
29/07/2020,1:30:13,194.911,48.314,4.2,20,present ,11.34,48.9,
29/07/2020,1:40:13,194.909,48.25,4.2,19.9,present ,11.34,48.9,
29/07/2020,1:50:13,194.907,48.184,4.2,19.79,present ,11.37,48.9,
29/07/2020,2:00:13,194.906,48.122,4.2,19.6,present ,11.37,48.6,
29/07/2020,2:10:13,194.904,48.045,4.2,19.5,present ,11.37,48.9,
29/07/2020,2:20:13,194.904,48.032,4.2,19.7,present ,11.34,48.9,
29/07/2020,2:30:13,194.902,47.979,4.2,19.6,present ,11.34,48.9,
29/07/2020,2:40:13,194.903,48.013,4.2,19.6,present ,11.34,48.6,
29/07/2020,2:50:13,194.901,47.934,4.2,19.29,present ,11.34,48.9,
29/07/2020,3:00:13,194.897,47.763,4.2,18.79,present ,11.34,48.9,
29/07/2020,3:10:13,194.894,47.64,4.2,18.6,present ,11.34,48.9,
29/07/2020,3:20:13,194.892,47.564,4.19,18.7,present ,11.34,48.9,
29/07/2020,3:30:12,194.893,47.613,4.19,18.7,present ,11.34,48.6,
29/07/2020,3:40:12,194.891,47.552,4.19,18.7,present ,11.34,49.2,
29/07/2020,3:50:12,194.888,47.439,4.19,18.6,present ,11.3,48.6,
29/07/2020,4:00:13,194.884,47.281,4.19,18.29,present ,11.3,48.6,
29/07/2020,4:10:12,194.883,47.227,4.19,18.1,present ,11.31,49.2,
29/07/2020,4:20:13,194.882,47.173,4.19,18.2,present ,11.3,48.6,
29/07/2020,4:30:13,194.879,47.076,4.19,18,present ,11.3,48.6,
29/07/2020,4:40:13,194.878,47.042,4.19,17.9,present ,11.27,48.9,
29/07/2020,4:50:13,194.877,46.987,4.19,17.79,present ,11.27,48.9,
29/07/2020,5:00:13,194.874,46.852,4.19,17.7,present ,11.27,48.9,
29/07/2020,5:10:13,194.871,46.749,4.19,17.6,present ,11.27,48.9,
29/07/2020,5:20:13,194.868,46.645,4.19,17.4,present ,11.27,48.9,
29/07/2020,5:30:13,194.865,46.527,4.19,17.5,present ,11.27,48.9,
29/07/2020,5:40:13,194.862,46.405,4.19,17.4,present ,11.24,49.5,
29/07/2020,5:50:13,194.863,46.439,4.19,17.2,present ,11.23,48.9,
29/07/2020,6:00:13,194.865,46.527,4.19,17.4,present ,11.23,48.9,
29/07/2020,6:10:12,194.869,46.661,4.19,17.5,present ,11.24,49.5,
29/07/2020,6:20:12,194.871,46.739,4.19,17.5,present ,11.23,48.9,
29/07/2020,6:30:12,194.87,46.722,4.19,17.4,present ,11.23,48.9,
29/07/2020,6:40:13,194.87,46.713,4.19,17.6,present ,11.23,48.9,
29/07/2020,6:50:13,194.872,46.803,4.19,17.5,present ,11.34,48.6,
29/07/2020,7:00:13,194.877,46.987,4.19,17.9,present ,11.47,48,
29/07/2020,7:10:13,194.9,47.875,4.19,18.2,present ,11.65,47.7,
29/07/2020,7:20:13,194.933,49.207,4.2,18.7,present ,11.92,46.5,
29/07/2020,7:30:13,194.926,48.905,4.2,19.5,present ,12.02,45.6,
29/07/2020,7:40:13,194.934,49.224,4.2,20,present ,12.75,43.2,
29/07/2020,7:50:13,195.022,52.707,4.2,22.4,present ,13.02,42.3,
29/07/2020,8:00:13,195.072,54.669,4.2,24,present ,13.58,40.8,
29/07/2020,8:10:13,195.105,55.953,4.2,24.5,present ,13.96,39.59,
29/07/2020,8:20:13,195.11,56.166,4.2,24.6,present ,13.96,39.9,
29/07/2020,8:30:13,195.137,57.229,4.2,25.6,present ,14.17,39,
29/07/2020,8:40:12,195.153,57.87,4.2,26.3,present ,14.2,39,
29/07/2020,8:50:13,195.169,58.482,4.2,27,present ,14.17,39,
29/07/2020,9:00:12,195.114,56.313,4.2,26.3,present ,13.99,39.3,
29/07/2020,9:10:13,195.088,55.297,4.2,24.6,present ,14.2,39,
29/07/2020,9:20:12,195.133,57.064,4.2,25.8,present ,14.2,39,
29/07/2020,9:30:13,195.146,57.579,4.2,27,present ,14.17,39.3,
29/07/2020,9:40:13,195.166,58.352,4.2,28.8,present ,14.21,39.59,
29/07/2020,9:50:13,195.174,58.669,4.2,29.3,present ,14.2,39,
29/07/2020,10:00:13,195.171,58.563,4.21,29.1,present ,14.21,39.59,
29/07/2020,10:10:13,195.174,58.689,4.2,29.4,present ,14.17,39,
29/07/2020,10:20:13,195.171,58.546,4.2,28.8,present ,13.72,40.5,
29/07/2020,10:30:13,195.173,58.646,4.2,27.7,present ,13.72,40.8,
29/07/2020,10:40:13,195.205,59.886,4.2,27.4,present ,13.72,40.8,
29/07/2020,10:50:13,195.209,60.048,4.2,27.1,present ,13.72,40.2,
29/07/2020,11:00:13,195.231,60.934,4.2,27,present ,13.72,40.2,
29/07/2020,11:10:13,195.254,61.842,4.2,27.3,present ,13.69,40.8,
29/07/2020,11:20:13,195.262,62.161,4.2,27.5,present ,13.72,40.2,
29/07/2020,11:30:13,195.245,61.48,4.2,27.4,present ,13.72,40.8,
29/07/2020,11:40:13,195.195,59.511,4.2,27.5,present ,13.72,40.8,
29/07/2020,11:50:12,195.172,58.582,4.21,27.8,present ,13.72,40.5,
29/07/2020,12:00:12,195.176,58.763,4.2,28.4,present ,13.72,40.2,
29/07/2020,12:10:13,195.129,56.897,4.2,27.8,present ,13.68,40.2,
29/07/2020,12:20:12,195.112,56.245,4.2,27.8,present ,13.72,40.2,
29/07/2020,12:30:13,195.103,55.904,4.2,28.2,present ,13.72,40.8,
29/07/2020,12:40:13,195.095,55.586,4.2,28,present ,13.72,40.2,
29/07/2020,12:50:13,195.093,55.485,4.2,28.3,present ,13.69,40.8,
29/07/2020,13:00:13,195.096,55.603,4.2,28.7,present ,13.72,40.2,
29/07/2020,13:10:13,195.104,55.919,4.2,29.1,present ,13.72,40.5,
29/07/2020,13:20:13,195.104,55.919,4.21,29.2,present ,13.72,41.1,
29/07/2020,13:30:13,195.116,56.39,4.2,29.4,present ,13.72,40.5,
29/07/2020,13:40:13,195.097,55.645,4.2,29.6,present ,13.72,40.5,
29/07/2020,13:50:13,195.095,55.588,4.2,29,present ,13.68,40.5,
29/07/2020,14:00:13,195.089,55.326,4.2,28.9,present ,13.72,40.2,
29/07/2020,14:10:13,195.095,55.58,4.2,29.3,present ,13.72,40.5,
29/07/2020,14:20:12,195.102,55.858,4.2,29.1,present ,13.72,40.8,
29/07/2020,14:30:12,195.101,55.822,4.2,29.4,present ,13.72,41.1,
29/07/2020,14:40:12,195.106,56.012,4.2,29.7,present ,13.72,41.1,
29/07/2020,14:50:13,195.113,56.281,4.21,30.1,present ,13.69,41.1,
29/07/2020,15:00:12,195.121,56.581,4.21,30.2,present ,13.72,40.5,
29/07/2020,15:10:13,195.128,56.878,4.21,31.3,present ,13.72,40.5,
29/07/2020,15:20:13,195.128,56.881,4.21,32.3,present ,13.72,40.5,
29/07/2020,15:30:13,195.116,56.414,4.21,33.59,present ,13.72,40.5,
29/07/2020,15:40:13,195.124,56.708,4.21,33.7,present ,13.72,40.8,
29/07/2020,15:50:13,195.127,56.836,4.21,33.3,present ,13.72,40.5,
29/07/2020,16:00:13,195.131,56.998,4.21,32.9,present ,13.72,41.1,
29/07/2020,16:10:13,195.12,56.539,4.21,32,present ,13.69,41.1,
29/07/2020,16:20:13,195.106,56.003,4.21,30.1,present ,13.69,41.1,
29/07/2020,16:30:13,195.091,55.401,4.21,28.9,present ,13.68,40.5,
29/07/2020,16:40:13,195.078,54.894,4.2,28,present ,13.69,40.8,
29/07/2020,16:50:13,195.066,54.429,4.2,27.5,present ,13.68,40.5,
29/07/2020,17:00:13,195.057,54.073,4.2,27.1,present ,13.72,40.8,
29/07/2020,17:10:12,195.049,53.765,4.2,26.9,present ,13.72,40.2,
29/07/2020,17:20:12,195.046,53.653,4.2,26.9,present ,13.72,40.8,
29/07/2020,17:30:13,195.046,53.645,4.2,26.8,present ,13.69,40.8,
29/07/2020,17:40:12,195.046,53.638,4.2,26.8,present ,13.69,40.8,
29/07/2020,17:50:13,195.04,53.414,4.2,27,present ,13.72,40.5,
29/07/2020,18:00:13,195.027,52.901,4.2,25.9,present ,13.72,40.8,
29/07/2020,18:10:13,195.015,52.416,4.2,25.7,present ,13.72,40.2,
29/07/2020,18:20:13,195.001,51.866,4.2,25.1,present ,13.55,41.1,
29/07/2020,18:30:13,194.995,51.643,4.2,24.9,present ,13.72,40.8,
29/07/2020,18:40:13,194.99,51.441,4.2,24.5,present ,13.51,41.1,
29/07/2020,18:50:13,194.985,51.253,4.2,24.4,present ,12.72,43.8,
29/07/2020,19:00:13,194.983,51.177,4.2,24.1,present ,12.58,44.4,
29/07/2020,19:10:13,194.984,51.185,4.2,24,present ,12.47,44.1,
29/07/2020,19:20:13,194.984,51.191,4.2,24.1,present ,12.48,44.7,
29/07/2020,19:30:13,194.983,51.146,4.2,23.9,present ,12.41,45,
29/07/2020,19:40:12,194.978,50.955,4.2,23.8,present ,12.27,45.6,
29/07/2020,19:50:12,194.975,50.861,4.2,23.7,present ,12.13,45.9,
29/07/2020,20:00:12,194.972,50.734,4.2,23.4,present ,12.06,45.9,
29/07/2020,20:10:13,194.97,50.652,4.2,23.3,present ,11.99,46.5,
29/07/2020,20:20:13,194.968,50.559,4.2,23.3,present ,11.92,46.2,
29/07/2020,20:30:13,194.955,50.074,4.2,22.8,present ,11.89,46.5,
29/07/2020,20:40:13,194.941,49.525,4.2,21.8,present ,11.82,46.5,
29/07/2020,20:50:13,194.923,48.815,4.2,20.9,present ,11.78,46.8,
29/07/2020,21:00:13,194.913,48.417,4.2,20.6,present ,11.75,47.1,
29/07/2020,21:10:13,194.907,48.183,4.2,20.1,present ,11.75,46.8,
29/07/2020,21:20:13,194.902,47.979,4.2,19.9,present ,11.72,47.4,
29/07/2020,21:30:13,194.897,47.759,4.2,19.1,present ,11.68,47.1,
29/07/2020,21:40:13,194.895,47.693,4.2,19.1,present ,11.64,47.1,
29/07/2020,21:50:13,194.893,47.6,4.2,19.1,present ,11.61,47.1,
29/07/2020,22:00:13,194.892,47.57,4.2,18.9,present ,11.58,47.7,
29/07/2020,22:10:13,194.889,47.47,4.2,19,present ,11.54,47.7,
29/07/2020,22:20:12,194.887,47.399,4.2,18.9,present ,11.54,47.7,
29/07/2020,22:30:12,194.887,47.381,4.2,18.79,present ,11.51,48.3,
29/07/2020,22:40:12,194.885,47.312,4.2,18.7,present ,11.51,48.3,
