Date,Time,Chan1 (mm ),Chan1 (mV),Internal Battery Voltage (V),Internal Battery Temperature (�C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Message
2/12/2019,0:00:13,949.545,318.705,3.78,-5,not present ,0,0,
2/12/2019,0:10:13,949.545,318.705,3.78,-5.1,not present ,0,0,
2/12/2019,0:20:13,949.546,318.743,3.78,-5,not present ,0,0,
2/12/2019,0:30:13,949.544,318.688,3.78,-5.1,not present ,0,0,
2/12/2019,0:40:13,949.545,318.718,3.78,-5.1,not present ,0,0,
2/12/2019,0:50:13,949.544,318.696,3.78,-5.1,not present ,0,0,
2/12/2019,1:00:12,949.545,318.718,3.78,-5,not present ,0,0,
2/12/2019,1:10:12,949.544,318.691,3.78,-5,not present ,0,0,
2/12/2019,1:20:13,949.544,318.667,3.78,-5.1,not present ,0,0,
2/12/2019,1:30:12,949.541,318.575,3.78,-5.1,not present ,0,0,
2/12/2019,1:40:13,949.541,318.554,3.78,-5.1,not present ,0,0,
2/12/2019,1:50:13,949.54,318.505,3.78,-5.1,not present ,0,0,
2/12/2019,2:00:13,949.559,319.26,3.78,-5.3,not present ,0,0,
2/12/2019,2:10:13,949.559,319.257,3.78,-5.1,not present ,0,0,
2/12/2019,2:20:13,949.559,319.257,3.78,-5.3,not present ,0,0,
2/12/2019,2:30:13,949.557,319.203,3.78,-5.1,not present ,0,0,
2/12/2019,2:40:13,949.557,319.179,3.78,-5.1,not present ,0,0,
2/12/2019,2:50:13,949.557,319.179,3.78,-5,not present ,0,0,
2/12/2019,3:00:13,949.557,319.179,3.78,-5.1,not present ,0,0,
2/12/2019,3:10:13,949.556,319.14,3.78,-5.3,not present ,0,0,
2/12/2019,3:20:13,949.557,319.179,3.78,-5.3,not present ,0,0,
2/12/2019,3:30:13,949.557,319.179,3.78,-5.3,not present ,0,0,
2/12/2019,3:40:12,949.556,319.14,3.78,-5.3,not present ,0,0,
2/12/2019,3:50:13,949.556,319.14,3.78,-5.3,not present ,0,0,
2/12/2019,4:00:12,949.556,319.14,3.78,-5.1,not present ,0,0,
2/12/2019,4:10:12,949.556,319.14,3.78,-5.4,not present ,0,0,
2/12/2019,4:20:13,949.555,319.104,3.78,-5.4,not present ,0,0,
2/12/2019,4:30:13,949.555,319.101,3.78,-5.5,not present ,0,0,
2/12/2019,4:40:13,949.555,319.101,3.78,-5.4,not present ,0,0,
2/12/2019,4:50:13,949.555,319.101,3.78,-5.5,not present ,0,0,
2/12/2019,5:00:13,949.554,319.062,3.77,-5.6,not present ,0,0,
2/12/2019,5:10:13,949.555,319.101,3.78,-5.5,not present ,0,0,
2/12/2019,5:20:13,949.554,319.088,3.78,-5.4,not present ,0,0,
2/12/2019,5:30:13,949.555,319.101,3.78,-5.5,not present ,0,0,
2/12/2019,5:40:13,949.555,319.101,3.77,-5.5,not present ,0,0,
2/12/2019,5:50:13,949.555,319.101,3.77,-5.5,not present ,0,0,
2/12/2019,6:00:13,949.554,319.08,3.77,-5.6,not present ,0,0,
2/12/2019,6:10:12,949.554,319.072,3.77,-5.6,not present ,0,0,
2/12/2019,6:20:12,949.554,319.062,3.77,-5.5,not present ,0,0,
2/12/2019,6:30:13,949.554,319.062,3.77,-5.6,not present ,0,0,
2/12/2019,6:40:13,949.554,319.062,3.77,-5.6,not present ,0,0,
2/12/2019,6:50:12,949.553,319.023,3.77,-5.8,not present ,0,0,
2/12/2019,7:00:13,949.553,319.028,3.77,-5.8,not present ,0,0,
2/12/2019,7:10:12,949.553,319.023,3.77,-5.8,not present ,0,0,
2/12/2019,7:20:13,949.553,319.023,3.77,-5.8,not present ,0,0,
2/12/2019,7:30:13,949.552,318.992,3.77,-6,not present ,0,0,
2/12/2019,7:40:13,949.552,318.985,3.77,-6,not present ,0,0,
2/12/2019,7:50:13,949.552,318.975,3.77,-6,not present ,0,0,
2/12/2019,8:00:13,949.551,318.945,3.77,-6.1,not present ,0,0,
2/12/2019,8:10:13,949.55,318.906,3.77,-6.2,not present ,0,0,
2/12/2019,8:20:13,949.55,318.919,3.77,-6.2,not present ,0,0,
2/12/2019,8:30:13,949.548,318.826,3.77,-6.1,not present ,0,0,
2/12/2019,8:40:13,949.548,318.828,3.77,-6,not present ,0,0,
2/12/2019,8:50:13,949.548,318.828,3.77,-5.9,not present ,0,0,
2/12/2019,9:00:13,949.552,318.989,3.77,-5.9,not present ,0,0,
2/12/2019,9:10:13,949.548,318.845,3.77,-5.8,not present ,0,0,
2/12/2019,9:20:12,949.548,318.837,3.77,-5.6,not present ,0,0,
2/12/2019,9:30:12,949.548,318.847,3.77,-5.5,not present ,0,0,
2/12/2019,9:40:13,949.549,318.877,3.77,-5.3,not present ,0,0,
2/12/2019,9:50:12,949.548,318.852,3.77,-5.3,not present ,0,0,
2/12/2019,10:00:13,949.549,318.886,3.77,-4.8,not present ,0,0,
2/12/2019,10:10:13,949.55,318.925,3.77,-4.8,not present ,0,0,
2/12/2019,10:20:13,949.551,318.945,3.77,-4.6,not present ,0,0,
2/12/2019,10:30:13,949.551,318.964,3.77,-4.69,not present ,0,0,
2/12/2019,10:40:13,949.552,318.977,3.77,-4.4,not present ,0,0,
2/12/2019,10:50:13,949.551,318.975,3.77,-4.4,not present ,0,0,
2/12/2019,11:00:13,949.552,318.985,3.77,-4.3,not present ,0,0,
2/12/2019,11:10:13,949.552,318.984,3.76,-4.3,not present ,0,0,
2/12/2019,11:20:13,949.552,318.984,3.76,-4.1,not present ,0,0,
2/12/2019,11:30:13,949.552,318.99,3.76,-4,not present ,0,0,
2/12/2019,11:40:13,949.552,318.994,3.76,-3.9,not present ,0,0,
2/12/2019,11:50:12,949.552,318.998,3.76,-3.9,not present ,0,0,
2/12/2019,12:00:12,949.553,319.023,3.76,-3.6,not present ,0,0,
2/12/2019,12:10:12,949.553,319.023,3.76,-3.6,not present ,0,0,
2/12/2019,12:20:13,949.554,319.062,3.76,-3.3,not present ,0,0,
2/12/2019,12:30:12,949.555,319.101,3.76,-3,not present ,0,0,
2/12/2019,12:40:13,949.554,319.062,3.76,-2.9,not present ,0,0,
2/12/2019,12:50:13,949.555,319.101,3.76,-2.7,not present ,0,0,
2/12/2019,13:00:13,949.555,319.106,3.76,-2.6,not present ,0,0,
2/12/2019,13:10:13,949.556,319.14,3.76,-2.5,not present ,0,0,
2/12/2019,13:20:13,949.556,319.132,3.76,-2.4,not present ,0,0,
2/12/2019,13:30:13,949.555,319.127,3.76,-2.6,not present ,0,0,
2/12/2019,13:40:13,949.555,319.106,3.76,-2.5,not present ,0,0,
2/12/2019,13:50:13,949.555,319.101,3.76,-2.6,not present ,0,0,
2/12/2019,14:00:13,949.555,319.101,3.76,-2.7,not present ,0,0,
2/12/2019,14:10:13,949.555,319.101,3.76,-3,not present ,0,0,
2/12/2019,14:20:12,949.554,319.083,3.76,-3,not present ,0,0,
2/12/2019,14:30:12,949.554,319.062,3.76,-3.3,not present ,0,0,
2/12/2019,14:40:12,949.554,319.062,3.76,-3.3,not present ,0,0,
2/12/2019,14:50:12,949.553,319.023,3.76,-3.4,not present ,0,0,
2/12/2019,15:00:13,949.552,318.994,3.76,-3.7,not present ,0,0,
2/12/2019,15:10:13,949.552,318.986,3.76,-3.9,not present ,0,0,
2/12/2019,15:20:13,949.551,318.964,3.76,-3.9,not present ,0,0,
2/12/2019,15:30:13,949.551,318.964,3.75,-4,not present ,0,0,
2/12/2019,15:40:13,949.551,318.964,3.75,-3.9,not present ,0,0,
2/12/2019,15:50:13,949.551,318.949,3.75,-4,not present ,0,0,
2/12/2019,16:00:13,949.551,318.945,3.75,-4.1,not present ,0,0,
2/12/2019,16:10:13,949.55,318.925,3.75,-4.1,not present ,0,0,
2/12/2019,16:20:13,949.55,318.906,3.75,-4.1,not present ,0,0,
2/12/2019,16:30:13,949.55,318.901,3.75,-4.19,not present ,0,0,
2/12/2019,16:40:13,949.549,318.886,3.75,-4.19,not present ,0,0,
2/12/2019,16:50:12,949.549,318.886,3.75,-4.4,not present ,0,0,
2/12/2019,17:00:12,949.549,318.875,3.75,-4.5,not present ,0,0,
2/12/2019,17:10:13,949.549,318.871,3.75,-4.5,not present ,0,0,
2/12/2019,17:20:12,949.548,318.85,3.75,-4.6,not present ,0,0,
2/12/2019,17:30:12,949.548,318.85,3.75,-4.69,not present ,0,0,
2/12/2019,17:40:13,949.548,318.828,3.75,-4.6,not present ,0,0,
2/12/2019,17:50:12,949.548,318.819,3.77,-1,present ,11.36,96.6,
2/12/2019,18:00:13,949.547,318.808,3.78,-0.2,present ,11.36,96.6,
2/12/2019,18:10:13,949.547,318.791,3.78,0,present ,11.33,97.2,
2/12/2019,18:20:13,949.547,318.789,3.79,0,present ,11.32,96.6,
2/12/2019,18:30:13,949.546,318.774,3.79,0,present ,11.33,97.5,
2/12/2019,18:40:13,949.546,318.772,3.8,0,present ,11.29,97.5,
2/12/2019,18:50:13,949.546,318.769,3.8,0,present ,11.29,97.5,
2/12/2019,19:00:13,949.546,318.761,3.8,0,present ,11.29,96.9,
2/12/2019,19:10:13,949.546,318.747,3.8,0,present ,11.29,97.5,
2/12/2019,19:20:13,949.545,318.73,3.8,0,present ,11.26,98.1,
2/12/2019,19:30:13,949.545,318.71,3.8,0,present ,11.26,98.1,
2/12/2019,19:40:12,949.543,318.652,3.8,0,present ,11.23,98.1,
2/12/2019,19:50:12,949.542,318.618,3.8,0,present ,11.23,98.1,
2/12/2019,20:00:12,949.54,318.536,3.8,-0.1,present ,11.23,98.4,
2/12/2019,20:10:13,949.539,318.484,3.81,-0.4,present ,11.19,98.1,
2/12/2019,20:20:12,949.538,318.457,3.81,-0.7,present ,11.19,97.8,
2/12/2019,20:30:13,949.536,318.355,3.81,-0.8,present ,11.16,98.4,
2/12/2019,20:40:13,949.534,318.3,3.81,-1,present ,11.16,98.7,
2/12/2019,20:50:13,949.535,318.328,3.82,-0.7,present ,11.16,98.4,
2/12/2019,21:00:13,949.535,318.339,3.82,-0.6,present ,11.13,99,
2/12/2019,21:10:13,949.536,318.378,3.83,-0.4,present ,11.13,99.3,
2/12/2019,21:20:13,949.537,318.417,3.83,-0.2,present ,11.09,99.3,
2/12/2019,21:30:13,949.538,318.451,3.83,0,present ,11.1,99.9,
2/12/2019,21:40:13,949.539,318.476,3.84,0,present ,11.06,99.9,
2/12/2019,21:50:13,949.54,318.501,3.85,0,present ,11.06,99.9,
2/12/2019,22:00:13,949.54,318.532,3.85,0,present ,11.03,100.2,
2/12/2019,22:10:13,949.541,318.552,3.86,0,present ,11.03,100.5,
2/12/2019,22:20:12,949.541,318.565,3.86,0,present ,11,100.8,
2/12/2019,22:30:12,949.541,318.574,3.87,0,present ,11,101.1,
2/12/2019,22:40:12,949.542,318.587,3.87,0,present ,10.97,101.4,
2/12/2019,22:50:13,949.542,318.593,3.88,0,present ,10.93,101.7,
2/12/2019,23:00:13,949.542,318.611,3.89,0,present ,10.94,102,
2/12/2019,23:10:13,949.542,318.61,3.89,0,present ,10.9,102,
2/12/2019,23:20:13,949.542,318.613,3.9,0,present ,10.9,102.3,
2/12/2019,23:30:13,949.542,318.613,3.91,0,present ,10.87,102.6,
2/12/2019,23:40:13,949.542,318.613,3.91,0,present ,10.84,102.9,
2/12/2019,23:50:13,949.542,318.613,3.92,0,present ,10.8,103.2,
3/12/2019,0:00:13,949.542,318.613,3.92,0,present ,10.77,103.5,
3/12/2019,0:10:13,949.542,318.617,3.93,0,present ,10.77,103.8,
3/12/2019,0:20:13,949.542,318.613,3.93,-1.4,not present ,0,0,
3/12/2019,0:30:13,949.542,318.613,3.93,-3.3,not present ,0,0,
3/12/2019,0:40:13,949.542,318.593,3.92,-4.1,not present ,0,0,
3/12/2019,0:50:13,949.542,318.593,3.92,-4.5,not present ,0,0,
3/12/2019,1:00:13,949.542,318.593,3.92,-4.8,not present ,0,0,
3/12/2019,1:10:13,949.541,318.574,3.92,-5,not present ,0,0,
3/12/2019,1:20:12,949.541,318.574,3.92,-5.1,not present ,0,0,
3/12/2019,1:30:13,949.542,318.593,3.92,-4.9,not present ,0,0,
3/12/2019,1:40:13,949.541,318.576,3.91,-5,not present ,0,0,
3/12/2019,1:50:13,949.541,318.574,3.91,-5.1,not present ,0,0,
3/12/2019,2:00:13,949.541,318.57,3.91,-5.1,not present ,0,0,
3/12/2019,2:10:13,949.541,318.557,3.91,-5,not present ,0,0,
3/12/2019,2:20:13,949.541,318.554,3.91,-5.1,not present ,0,0,
3/12/2019,2:30:13,949.541,318.554,3.91,-5.1,not present ,0,0,
3/12/2019,2:40:13,949.541,318.554,3.91,-5.1,not present ,0,0,
3/12/2019,2:50:13,949.541,318.557,3.91,-5.3,not present ,0,0,
3/12/2019,3:00:13,949.541,318.552,3.9,-5.3,not present ,0,0,
3/12/2019,3:10:13,949.541,318.554,3.9,-5.3,not present ,0,0,
3/12/2019,3:20:13,949.54,318.535,3.9,-5.3,not present ,0,0,
3/12/2019,3:30:13,949.54,318.535,3.9,-5.4,not present ,0,0,
3/12/2019,3:40:12,949.54,318.515,3.9,-5.5,not present ,0,0,
3/12/2019,3:50:12,949.539,318.496,3.9,-5.4,not present ,0,0,
3/12/2019,4:00:12,949.54,318.515,3.9,-5.5,not present ,0,0,
3/12/2019,4:10:12,949.539,318.476,3.9,-5.6,not present ,0,0,
3/12/2019,4:20:13,949.538,318.459,3.89,-5.6,not present ,0,0,
3/12/2019,4:30:13,949.538,318.457,3.89,-5.6,not present ,0,0,
3/12/2019,4:40:13,949.538,318.437,3.89,-5.9,not present ,0,0,
3/12/2019,4:50:13,949.537,318.419,3.89,-5.8,not present ,0,0,
3/12/2019,5:00:13,949.537,318.417,3.89,-5.8,not present ,0,0,
3/12/2019,5:10:13,949.537,318.417,3.89,-5.9,not present ,0,0,
3/12/2019,5:20:13,949.538,318.457,3.89,-6,not present ,0,0,
3/12/2019,5:30:13,949.538,318.437,3.88,-5.9,not present ,0,0,
3/12/2019,5:40:13,949.537,318.417,3.88,-5.9,not present ,0,0,
3/12/2019,5:50:13,949.537,318.417,3.88,-5.9,not present ,0,0,
3/12/2019,6:00:13,949.537,318.417,3.88,-6,not present ,0,0,
3/12/2019,6:10:12,949.537,318.417,3.88,-6,not present ,0,0,
3/12/2019,6:20:12,949.537,318.42,3.88,-6,not present ,0,0,
3/12/2019,6:30:12,949.538,318.44,3.87,-6.1,not present ,0,0,
3/12/2019,6:40:13,949.538,318.455,3.87,-6,not present ,0,0,
3/12/2019,6:50:12,949.538,318.437,3.87,-5.9,not present ,0,0,
3/12/2019,7:00:13,949.538,318.453,3.87,-5.9,not present ,0,0,
3/12/2019,7:10:13,949.538,318.454,3.87,-5.9,not present ,0,0,
3/12/2019,7:20:13,949.538,318.447,3.87,-5.9,not present ,0,0,
3/12/2019,7:30:13,949.538,318.446,3.86,-6,not present ,0,0,
3/12/2019,7:40:13,949.538,318.457,3.86,-6,not present ,0,0,
3/12/2019,7:50:13,949.538,318.437,3.86,-6,not present ,0,0,
3/12/2019,8:00:13,949.538,318.457,3.86,-6,not present ,0,0,
3/12/2019,8:10:13,949.538,318.459,3.85,-6.1,not present ,0,0,
3/12/2019,8:20:13,949.538,318.438,3.85,-6,not present ,0,0,
3/12/2019,8:30:13,949.538,318.457,3.85,-6,not present ,0,0,
3/12/2019,8:40:13,949.538,318.437,3.85,-6,not present ,0,0,
3/12/2019,8:50:12,949.538,318.455,3.85,-6.1,not present ,0,0,
3/12/2019,9:00:12,949.538,318.457,3.85,-5.8,not present ,0,0,
3/12/2019,9:10:12,949.539,318.496,3.85,-5.6,not present ,0,0,
3/12/2019,9:20:12,949.541,318.554,3.84,-5,not present ,0,0,
3/12/2019,9:30:13,949.541,318.578,3.84,-4.8,not present ,0,0,
3/12/2019,9:40:12,949.541,318.574,3.84,-4.9,not present ,0,0,
3/12/2019,9:50:13,949.542,318.591,3.84,-4.9,not present ,0,0,
3/12/2019,10:00:13,949.542,318.593,3.84,-4.8,not present ,0,0,
3/12/2019,10:10:13,949.542,318.613,3.84,-4.6,not present ,0,0,
3/12/2019,10:20:13,949.542,318.617,3.84,-4.5,not present ,0,0,
3/12/2019,10:30:13,949.543,318.632,3.84,-4.3,not present ,0,0,
3/12/2019,10:40:13,949.543,318.652,3.83,-4.1,not present ,0,0,
3/12/2019,10:50:13,949.544,318.671,3.83,-3.9,not present ,0,0,
3/12/2019,11:00:13,949.544,318.691,3.83,-3.5,not present ,0,0,
3/12/2019,11:10:13,949.545,318.71,3.83,-3.3,not present ,0,0,
3/12/2019,11:20:13,949.545,318.73,3.83,-3.5,not present ,0,0,
3/12/2019,11:30:13,949.545,318.712,3.83,-3.4,not present ,0,0,
3/12/2019,11:40:12,949.545,318.73,3.83,-3.2,not present ,0,0,
3/12/2019,11:50:12,949.546,318.769,3.83,-3,not present ,0,0,
3/12/2019,12:00:12,949.546,318.769,3.83,-2.9,not present ,0,0,
3/12/2019,12:10:13,949.547,318.806,3.83,-2.6,not present ,0,0,
3/12/2019,12:20:12,949.548,318.828,3.83,-2.4,not present ,0,0,
3/12/2019,12:30:13,949.548,318.847,3.82,-2.2,not present ,0,0,
3/12/2019,12:40:13,949.548,318.847,3.82,-2.09,not present ,0,0,
3/12/2019,12:50:13,949.549,318.865,3.82,-2.09,not present ,0,0,
3/12/2019,13:00:13,949.549,318.868,3.82,-2.09,not present ,0,0,
3/12/2019,13:10:13,949.548,318.847,3.82,-2.2,not present ,0,0,
3/12/2019,13:20:13,949.549,318.871,3.82,-2.09,not present ,0,0,
3/12/2019,13:30:13,949.549,318.865,3.82,-2.2,not present ,0,0,
3/12/2019,13:40:13,949.55,318.906,3.82,-1.6,not present ,0,0,
3/12/2019,13:50:13,949.552,318.984,3.82,-1.1,not present ,0,0,
3/12/2019,14:00:13,949.517,317.617,3.82,-0.9,not present ,0,0,
3/12/2019,14:10:13,949.517,317.614,3.82,-0.9,not present ,0,0,
3/12/2019,14:20:12,949.517,317.614,3.81,-0.8,not present ,0,0,
3/12/2019,14:30:12,949.517,317.602,3.81,-0.7,not present ,0,0,
3/12/2019,14:40:13,949.519,317.696,3.81,-0.4,not present ,0,0,
3/12/2019,14:50:12,949.519,317.707,3.81,-0.3,not present ,0,0,
3/12/2019,15:00:13,949.52,317.734,3.81,0,not present ,0,0,
3/12/2019,15:10:13,949.52,317.734,3.81,0,not present ,0,0,
3/12/2019,15:20:13,949.522,317.792,3.81,0,not present ,0,0,
3/12/2019,15:30:13,949.523,317.851,3.81,0,not present ,0,0,
3/12/2019,15:40:13,949.523,317.854,3.81,0,not present ,0,0,
3/12/2019,15:50:13,949.521,317.79,3.81,0,not present ,0,0,
3/12/2019,16:00:13,949.522,317.792,3.81,0,not present ,0,0,
3/12/2019,16:10:13,949.534,318.272,3.81,0,not present ,0,0,
3/12/2019,16:20:13,949.533,318.261,3.81,0,not present ,0,0,
3/12/2019,16:30:12,949.533,318.242,3.81,-0.1,not present ,0,0,
3/12/2019,16:40:13,949.532,318.222,3.81,0,not present ,0,0,
3/12/2019,16:50:13,949.532,318.221,3.81,-0.3,not present ,0,0,
3/12/2019,17:00:12,949.529,318.093,3.8,-0.6,not present ,0,0,
3/12/2019,17:10:12,949.527,318.024,3.8,-1,not present ,0,0,
3/12/2019,17:20:12,949.523,317.867,3.8,-1.3,not present ,0,0,
3/12/2019,17:30:13,949.522,317.812,3.8,-1.7,not present ,0,0,
3/12/2019,17:40:13,949.519,317.684,3.8,-2.09,not present ,0,0,
3/12/2019,17:50:13,949.518,317.666,3.81,0,present ,11.47,106.5,
3/12/2019,18:00:13,949.517,317.623,3.82,2.4,present ,11.44,107.1,
3/12/2019,18:10:13,949.516,317.597,3.83,2.9,present ,11.44,107.1,
3/12/2019,18:20:13,949.516,317.57,3.84,3.6,present ,11.4,107.1,
3/12/2019,18:30:13,949.516,317.578,3.85,4.1,present ,11.41,108,
3/12/2019,18:40:13,949.516,317.578,3.86,4.4,present ,11.41,108,
3/12/2019,18:50:13,949.515,317.539,3.87,4.5,present ,11.38,108.3,
3/12/2019,19:00:13,949.514,317.479,3.88,4,present ,11.38,108.6,
3/12/2019,19:10:13,949.513,317.453,3.89,4.1,present ,11.37,108,
3/12/2019,19:20:13,949.513,317.441,3.9,4,present ,11.34,108.6,
3/12/2019,19:30:13,949.511,317.382,3.91,3.8,present ,11.31,109.2,
3/12/2019,19:40:12,949.509,317.317,3.91,3.3,present ,11.31,109.5,
3/12/2019,19:50:12,949.509,317.291,3.92,3.4,present ,11.28,109.5,
3/12/2019,20:00:13,949.508,317.246,3.93,3.3,present ,11.28,109.5,
3/12/2019,20:10:13,949.508,317.244,3.94,3.2,present ,11.28,109.5,
3/12/2019,20:20:13,949.508,317.243,3.95,3.2,present ,11.28,109.2,
3/12/2019,20:30:13,949.508,317.246,3.95,3.2,present ,11.25,109.8,
3/12/2019,20:40:13,949.508,317.246,3.97,3.4,present ,11.22,110.4,
3/12/2019,20:50:13,949.508,317.246,3.98,3.3,present ,11.21,110.1,
3/12/2019,21:00:13,949.508,317.246,3.98,3.4,present ,11.18,111,
3/12/2019,21:10:13,949.508,317.255,3.97,3.3,present ,11.18,111,
3/12/2019,21:20:13,949.508,317.252,3.97,3.5,present ,11.18,110.7,
3/12/2019,21:30:13,949.508,317.246,3.99,3.3,present ,11.15,111.3,
3/12/2019,21:40:13,949.507,317.226,4,3.3,present ,11.15,111.6,
3/12/2019,21:50:13,949.507,317.226,4.02,3.1,present ,11.12,111.6,
3/12/2019,22:00:13,949.507,317.226,4.04,3.1,present ,11.12,111.6,
3/12/2019,22:10:12,949.507,317.226,4.07,3,present ,11.12,111.6,
3/12/2019,22:20:12,949.507,317.223,4.09,2.9,present ,11.09,111.9,
3/12/2019,22:30:12,949.507,317.223,4.11,2.8,present ,11.08,111.6,
3/12/2019,22:40:13,949.507,317.207,4.11,2.6,present ,11.05,112.2,
3/12/2019,22:50:12,949.506,317.187,4.12,2.6,present ,11.05,112.2,
3/12/2019,23:00:13,949.506,317.187,4.13,2.5,present ,11.02,112.5,
3/12/2019,23:10:13,949.506,317.187,4.15,2.7,present ,11.02,112.5,
3/12/2019,23:20:13,949.506,317.187,4.16,2.3,present ,11.02,112.8,
3/12/2019,23:30:13,949.506,317.169,4.17,2.09,present ,11,146.1,
3/12/2019,23:40:13,949.506,317.167,4.19,0.2,present ,10.96,145.2,
3/12/2019,23:50:13,949.506,317.167,4.19,0,present ,10.96,145.2,
4/12/2019,0:00:13,949.506,317.167,4.19,-0.8,present ,10.95,144.6,
4/12/2019,0:10:13,949.505,317.147,4.19,-1.3,present ,10.95,144.6,
4/12/2019,0:20:13,949.505,317.147,4.19,-1.6,present ,10.95,144.89,
4/12/2019,0:30:13,949.505,317.13,4.19,-1.8,present ,10.92,144.89,
4/12/2019,0:40:12,949.505,317.128,4.17,-2.09,present ,10.89,146.1,
4/12/2019,0:50:12,949.504,317.123,4.17,-2.3,present ,10.89,146.1,
4/12/2019,1:00:12,949.504,317.11,4.17,-2.3,present ,10.86,146.39,
4/12/2019,1:10:12,949.504,317.117,4.17,-2.5,present ,10.86,146.7,
4/12/2019,1:20:12,949.504,317.108,4.17,-2.7,present ,10.83,146.7,
4/12/2019,1:30:13,949.504,317.097,4.17,-2.6,present ,10.83,146.7,
4/12/2019,1:40:13,949.504,317.089,4.17,-2.8,present ,10.83,147.6,
4/12/2019,1:50:13,949.503,317.07,4.17,-2.9,present ,10.8,147.89,
4/12/2019,2:00:13,949.503,317.058,4.17,-2.9,present ,10.77,148.2,
4/12/2019,2:10:13,949.503,317.057,4.17,-2.9,present ,10.77,148.8,
4/12/2019,2:20:13,949.503,317.07,4.17,-3,not present ,0,0,
4/12/2019,2:30:13,949.503,317.067,4.18,-4,not present ,0,0,
4/12/2019,2:40:13,949.503,317.07,4.18,-4.3,not present ,0,0,
4/12/2019,2:50:13,949.503,317.07,4.17,-4.6,not present ,0,0,
4/12/2019,3:00:13,949.503,317.07,4.17,-4.6,not present ,0,0,
4/12/2019,3:10:13,949.503,317.053,4.17,-4.69,not present ,0,0,
4/12/2019,3:20:12,949.503,317.05,4.16,-4.69,not present ,0,0,
4/12/2019,3:30:12,949.503,317.046,4.16,-4.8,not present ,0,0,
4/12/2019,3:40:12,949.504,317.089,4.16,-4.8,not present ,0,0,
4/12/2019,3:50:13,949.504,317.089,4.16,-5,not present ,0,0,
4/12/2019,4:00:13,949.503,317.087,4.15,-5,not present ,0,0,
4/12/2019,4:10:12,949.503,317.07,4.15,-5.3,not present ,0,0,
4/12/2019,4:20:13,949.503,317.05,4.15,-5.3,not present ,0,0,
4/12/2019,4:30:13,949.502,317.04,4.15,-5.4,not present ,0,0,
4/12/2019,4:40:13,949.503,317.05,4.14,-5.5,not present ,0,0,
4/12/2019,4:50:13,949.502,317.031,4.14,-5.7,not present ,0,0,
4/12/2019,5:00:13,949.502,317.011,4.14,-5.8,not present ,0,0,
4/12/2019,5:10:13,949.502,317.011,4.14,-5.8,not present ,0,0,
4/12/2019,5:20:13,949.501,317.005,4.13,-5.8,not present ,0,0,
4/12/2019,5:30:13,949.502,317.011,4.13,-5.8,not present ,0,0,
4/12/2019,5:40:13,949.501,316.992,4.13,-5.8,not present ,0,0,
4/12/2019,5:50:13,949.501,316.992,4.13,-5.7,not present ,0,0,
4/12/2019,6:00:13,949.501,316.972,4.13,-5.6,not present ,0,0,
4/12/2019,6:10:12,949.501,316.975,4.12,-5.6,not present ,0,0,
4/12/2019,6:20:12,949.501,316.972,4.12,-5.6,not present ,0,0,
4/12/2019,6:30:13,949.5,316.953,4.12,-5.6,not present ,0,0,
4/12/2019,6:40:13,949.5,316.953,4.12,-5.6,not present ,0,0,
4/12/2019,6:50:13,949.5,316.953,4.12,-5.3,not present ,0,0,
4/12/2019,7:00:13,949.5,316.953,4.11,-5.5,not present ,0,0,
4/12/2019,7:10:13,949.5,316.953,4.11,-5.5,not present ,0,0,
4/12/2019,7:20:13,949.5,316.955,4.11,-5.4,not present ,0,0,
4/12/2019,7:30:13,949.5,316.953,4.11,-5.6,not present ,0,0,
4/12/2019,7:40:13,949.501,316.972,4.11,-5.5,not present ,0,0,
4/12/2019,7:50:13,949.501,316.976,4.1,-5.6,not present ,0,0,
4/12/2019,8:00:13,949.501,316.99,4.1,-5.8,not present ,0,0,
4/12/2019,8:10:13,949.501,316.992,4.1,-5.7,not present ,0,0,
4/12/2019,8:20:13,949.501,316.977,4.1,-5.7,not present ,0,0,
4/12/2019,8:30:13,949.501,316.972,4.1,-5.6,not present ,0,0,
4/12/2019,8:40:13,949.5,316.958,4.09,-5.4,not present ,0,0,
4/12/2019,8:50:13,949.43,314.179,4.09,-5,not present ,0,0,
4/12/2019,9:00:12,949.43,314.179,4.09,-4.69,not present ,0,0,
4/12/2019,9:10:12,949.43,314.179,4.09,-4.3,not present ,0,0,
4/12/2019,9:20:12,949.429,314.157,4.09,-4,not present ,0,0,
4/12/2019,9:30:13,949.429,314.16,4.09,-3.7,not present ,0,0,
4/12/2019,9:40:13,949.43,314.173,4.09,-3.5,not present ,0,0,
4/12/2019,9:50:13,949.43,314.179,4.09,-3.2,not present ,0,0,
4/12/2019,10:00:13,949.43,314.179,4.08,-2.9,not present ,0,0,
4/12/2019,10:10:13,949.431,314.217,4.08,-2.5,not present ,0,0,
4/12/2019,10:20:13,949.431,314.222,4.08,-2.4,not present ,0,0,
4/12/2019,10:30:13,949.431,314.218,4.08,-1.9,not present ,0,0,
4/12/2019,10:40:13,949.431,314.238,4.08,-1.7,not present ,0,0,
4/12/2019,10:50:13,949.432,314.253,4.08,-1.4,not present ,0,0,
4/12/2019,11:00:13,949.43,314.179,4.08,-1.2,not present ,0,0,
4/12/2019,11:10:13,949.43,314.199,4.08,-0.8,not present ,0,0,
