Date,Time,Chan1 (mm ),Chan1 (mV),Internal Battery Voltage (V),Internal Battery Temperature (�C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Message
25/10/2019,14:10:13,956.247,582.578,4.09,6.5,not present ,0,0,
25/10/2019,14:20:13,956.246,582.533,4.09,6.3,not present ,0,0,
25/10/2019,14:30:12,956.242,582.388,4.09,6.1,not present ,0,0,
25/10/2019,14:40:12,956.24,582.304,4.09,5.9,not present ,0,0,
25/10/2019,14:50:12,956.239,582.265,4.09,5.6,not present ,0,0,
25/10/2019,15:00:13,956.238,582.237,4.09,5.9,not present ,0,0,
25/10/2019,15:10:13,956.239,582.278,4.08,6.1,not present ,0,0,
25/10/2019,15:20:13,956.239,582.263,4.08,6.1,not present ,0,0,
25/10/2019,15:30:13,956.238,582.226,4.08,6.1,not present ,0,0,
25/10/2019,15:40:13,956.237,582.195,4.08,6,not present ,0,0,
25/10/2019,15:50:13,956.237,582.187,4.08,6.1,not present ,0,0,
25/10/2019,16:00:13,956.234,582.07,4.08,5.6,not present ,0,0,
25/10/2019,16:10:13,956.232,581.992,4.08,5,not present ,0,0,
25/10/2019,16:20:13,956.229,581.875,4.08,4.69,not present ,0,0,
25/10/2019,16:30:13,956.228,581.83,4.08,4.3,not present ,0,0,
25/10/2019,16:40:13,956.227,581.786,4.08,4.1,not present ,0,0,
25/10/2019,16:50:12,956.226,581.731,4.08,3.9,not present ,0,0,
25/10/2019,17:00:12,956.224,581.679,4.07,3.7,not present ,0,0,
25/10/2019,17:10:12,956.223,581.617,4.07,3.5,not present ,0,0,
25/10/2019,17:20:12,956.221,581.541,4.07,3.1,not present ,0,0,
25/10/2019,17:30:13,956.219,581.489,4.07,2.9,not present ,0,0,
25/10/2019,17:40:13,956.214,581.289,4.07,2.4,not present ,0,0,
25/10/2019,17:50:13,956.169,579.492,4.07,1.9,not present ,0,0,
25/10/2019,18:00:13,956.165,579.362,4.07,1.5,not present ,0,0,
25/10/2019,18:10:13,956.163,579.257,4.06,0.1,not present ,0,0,
25/10/2019,18:20:13,956.161,579.179,4.08,3.3,present ,12.88,82.8,
25/10/2019,18:30:13,956.16,579.14,4.09,4.6,present ,12.85,83.4,
25/10/2019,18:40:13,956.157,579.023,4.1,4.9,present ,12.85,83.1,
25/10/2019,18:50:13,956.155,578.937,4.1,5,present ,12.81,83.4,
25/10/2019,19:00:13,956.152,578.828,4.11,4.9,present ,12.82,84,
25/10/2019,19:10:13,956.151,578.783,4.12,4.8,present ,12.78,84,
25/10/2019,19:20:13,956.149,578.71,4.13,4.69,present ,12.78,84.3,
25/10/2019,19:30:12,956.148,578.669,4.14,4.5,present ,12.75,84,
25/10/2019,19:40:12,956.148,578.671,4.15,4.4,present ,12.75,84.3,
25/10/2019,19:50:13,956.148,578.671,4.17,4.69,present ,12.74,119.7,
25/10/2019,20:00:13,956.148,578.671,4.17,4.4,present ,12.76,117.9,
25/10/2019,20:10:12,956.148,578.669,4.17,3.1,present ,12.73,117.6,
25/10/2019,20:20:13,956.147,578.64,4.17,2.4,present ,12.73,117.6,
25/10/2019,20:30:13,956.146,578.617,4.17,1.7,present ,12.73,117.6,
25/10/2019,20:40:13,956.146,578.593,4.17,1.2,present ,12.72,117,
25/10/2019,20:50:13,956.145,578.554,4.17,0.1,present ,12.68,117,
25/10/2019,21:00:13,956.145,578.554,4.17,0.1,present ,12.72,117,
25/10/2019,21:10:13,956.144,578.52,4.17,0,present ,12.69,117.6,
25/10/2019,21:20:13,956.144,578.515,4.17,0,present ,12.69,117.6,
25/10/2019,21:30:13,956.143,578.476,4.19,-0.2,present ,12.72,117,
25/10/2019,21:40:13,956.142,578.437,4.19,-0.7,present ,12.72,117,
25/10/2019,21:50:13,956.142,578.437,4.17,-0.7,present ,12.69,117.6,
25/10/2019,22:00:12,956.142,578.429,4.17,-0.9,present ,12.69,117.6,
25/10/2019,22:10:12,956.142,578.437,4.17,-0.9,present ,12.69,117.6,
25/10/2019,22:20:12,956.142,578.437,4.17,-0.9,present ,12.66,117.9,
25/10/2019,22:30:12,956.142,578.437,4.17,-0.8,present ,12.69,117.9,
25/10/2019,22:40:12,956.142,578.437,4.17,-0.9,present ,12.65,117.3,
25/10/2019,22:50:13,956.141,578.398,4.17,-1,present ,12.66,117.9,
25/10/2019,23:00:13,956.141,578.398,4.17,-1,present ,12.66,117.9,
25/10/2019,23:10:13,956.139,578.338,4.17,-1,present ,12.66,118.2,
25/10/2019,23:20:13,956.14,578.359,4.17,-1.2,present ,12.62,118.2,
25/10/2019,23:30:13,956.14,578.359,4.17,-1,present ,12.62,118.2,
25/10/2019,23:40:13,956.14,578.359,4.17,-1.2,present ,12.62,118.2,
25/10/2019,23:50:13,956.14,578.359,4.17,-1.1,present ,12.63,118.5,
26/10/2019,0:00:13,956.14,578.359,4.17,-1.1,present ,12.59,118.5,
26/10/2019,0:10:13,956.14,578.359,4.17,-1.1,present ,12.62,118.2,
26/10/2019,0:20:13,956.14,578.359,4.17,-1.1,present ,12.59,118.2,
26/10/2019,0:30:13,956.14,578.359,4.17,-1.1,present ,12.59,118.5,
26/10/2019,0:40:13,956.14,578.359,4.17,-1,present ,12.59,118.8,
26/10/2019,0:50:13,956.141,578.398,4.17,-0.8,present ,12.59,118.5,
26/10/2019,1:00:12,956.141,578.398,4.17,-0.9,present ,12.59,118.8,
26/10/2019,1:10:12,956.141,578.398,4.17,-0.9,present ,12.56,118.8,
26/10/2019,1:20:12,956.141,578.395,4.17,-1,present ,12.59,118.8,
26/10/2019,1:30:13,956.14,578.359,4.19,-1.1,present ,12.59,118.5,
26/10/2019,1:40:13,956.14,578.359,4.19,-1.2,present ,12.56,119.1,
26/10/2019,1:50:13,956.14,578.359,4.17,-1.4,present ,12.56,118.8,
26/10/2019,2:00:13,956.139,578.32,4.16,-1.6,present ,12.56,119.4,
26/10/2019,2:10:13,956.139,578.32,4.17,-1.5,present ,12.56,119.1,
26/10/2019,2:20:13,956.139,578.32,4.17,-1.6,present ,12.52,119.1,
26/10/2019,2:30:13,956.139,578.32,4.17,-1.8,present ,12.56,119.1,
26/10/2019,2:40:13,956.139,578.333,4.17,-1.8,present ,12.53,119.4,
26/10/2019,2:50:13,956.139,578.338,4.19,-1.8,present ,12.56,118.8,
26/10/2019,3:00:13,956.139,578.32,4.19,-2.2,present ,12.56,119.1,
26/10/2019,3:10:13,956.14,578.356,4.19,-2.09,present ,12.56,119.4,
26/10/2019,3:20:13,956.14,578.359,4.19,-1.7,present ,12.56,119.1,
26/10/2019,3:30:13,956.141,578.398,4.19,-1.6,present ,12.52,118.8,
26/10/2019,3:40:12,956.142,578.437,4.17,-1.5,present ,12.52,119.1,
26/10/2019,3:50:12,956.142,578.445,4.17,-1.4,present ,12.53,119.4,
26/10/2019,4:00:13,956.143,578.473,4.17,-1.3,present ,12.53,119.4,
26/10/2019,4:10:13,956.143,578.463,4.17,-1.4,present ,12.53,119.7,
26/10/2019,4:20:12,956.142,578.437,4.17,-1.4,present ,12.53,119.7,
26/10/2019,4:30:13,956.141,578.398,4.17,-1.7,present ,12.53,119.4,
26/10/2019,4:40:13,956.14,578.359,4.17,-1.8,present ,12.53,119.4,
26/10/2019,4:50:13,956.14,578.38,4.17,-1.7,present ,12.53,119.7,
26/10/2019,5:00:13,956.14,578.359,4.17,-1.8,present ,12.49,119.7,
26/10/2019,5:10:13,956.14,578.348,4.17,-2.2,present ,12.53,120,
26/10/2019,5:20:13,956.14,578.359,4.17,-2.2,present ,12.53,120,
26/10/2019,5:30:13,956.141,578.398,4.19,-2.2,present ,12.49,119.7,
26/10/2019,5:40:13,956.141,578.398,4.19,-1.9,present ,12.49,119.7,
26/10/2019,5:50:13,956.141,578.416,4.19,-1.8,present ,12.53,119.7,
26/10/2019,6:00:13,956.142,578.437,4.17,-1.6,present ,12.49,119.4,
26/10/2019,6:10:13,956.142,578.437,4.15,-1.7,present ,12.53,120,
26/10/2019,6:20:13,956.142,578.437,4.17,-1.8,present ,12.49,119.4,
26/10/2019,6:30:12,956.142,578.455,4.17,-1.7,present ,12.49,119.7,
26/10/2019,6:40:12,956.143,578.476,4.17,-1.7,present ,12.53,119.4,
26/10/2019,6:50:12,956.143,578.473,4.17,-1.7,present ,12.5,120,
26/10/2019,7:00:13,956.142,578.458,4.17,-1.6,present ,12.5,120,
26/10/2019,7:10:13,956.143,578.476,4.19,-2.3,not present ,0,0,
26/10/2019,7:20:13,956.143,578.492,4.18,-2.5,not present ,0,0,
26/10/2019,7:30:13,956.144,578.515,4.18,-2.6,not present ,0,0,
26/10/2019,7:40:13,956.144,578.523,4.18,-2.5,not present ,0,0,
26/10/2019,7:50:13,956.145,578.554,4.18,-2.2,not present ,0,0,
26/10/2019,8:00:13,956.146,578.593,4.17,-1.7,not present ,0,0,
26/10/2019,8:10:13,956.147,578.63,4.17,-1.4,not present ,0,0,
26/10/2019,8:20:13,956.147,578.643,4.17,-0.9,not present ,0,0,
26/10/2019,8:30:13,956.148,578.671,4.17,-0.8,not present ,0,0,
26/10/2019,8:40:13,956.15,578.75,4.16,-0.3,not present ,0,0,
26/10/2019,8:50:13,956.152,578.828,4.16,0,not present ,0,0,
26/10/2019,9:00:12,956.154,578.906,4.16,0,not present ,0,0,
26/10/2019,9:10:13,956.155,578.942,4.16,0.1,not present ,0,0,
26/10/2019,9:20:12,956.157,579.02,4.16,1.4,not present ,0,0,
26/10/2019,9:30:13,956.158,579.072,4.15,1.8,not present ,0,0,
26/10/2019,9:40:12,956.16,579.14,4.15,2.09,not present ,0,0,
26/10/2019,9:50:13,956.162,579.218,4.15,2.5,not present ,0,0,
26/10/2019,10:00:13,956.164,579.296,4.15,2.9,not present ,0,0,
26/10/2019,10:10:13,956.165,579.335,4.15,3.2,not present ,0,0,
26/10/2019,10:20:13,956.166,579.375,4.15,3.4,not present ,0,0,
26/10/2019,10:30:13,956.166,579.377,4.14,3.5,not present ,0,0,
26/10/2019,10:40:13,956.167,579.414,4.14,3.7,not present ,0,0,
26/10/2019,10:50:13,956.167,579.414,4.14,3.6,not present ,0,0,
26/10/2019,11:00:13,956.167,579.414,4.14,3.8,not present ,0,0,
26/10/2019,11:10:13,956.168,579.445,4.13,3.8,not present ,0,0,
26/10/2019,11:20:13,956.168,579.453,4.13,3.9,not present ,0,0,
26/10/2019,11:30:13,956.168,579.453,4.13,4,not present ,0,0,
26/10/2019,11:40:12,956.168,579.453,4.13,4.3,not present ,0,0,
26/10/2019,11:50:13,956.168,579.453,4.13,4.3,not present ,0,0,
26/10/2019,12:00:12,956.168,579.453,4.12,4.1,not present ,0,0,
26/10/2019,12:10:12,956.168,579.453,4.12,4.3,not present ,0,0,
26/10/2019,12:20:12,956.168,579.453,4.12,4.4,not present ,0,0,
26/10/2019,12:30:13,956.168,579.453,4.12,4.4,not present ,0,0,
26/10/2019,12:40:13,956.168,579.447,4.12,4.3,not present ,0,0,
26/10/2019,12:50:13,956.167,579.414,4.11,4.1,not present ,0,0,
26/10/2019,13:00:13,956.166,579.382,4.11,3.9,not present ,0,0,
26/10/2019,13:10:13,956.166,579.375,4.11,3.8,not present ,0,0,
26/10/2019,13:20:13,956.165,579.335,4.11,3.7,not present ,0,0,
26/10/2019,13:30:13,956.165,579.335,4.11,3.6,not present ,0,0,
26/10/2019,13:40:13,956.165,579.335,4.11,3.4,not present ,0,0,
26/10/2019,13:50:13,956.165,579.335,4.1,3.4,not present ,0,0,
26/10/2019,14:00:13,956.165,579.333,4.1,3.2,not present ,0,0,
26/10/2019,14:10:12,956.164,579.309,4.1,3.2,not present ,0,0,
26/10/2019,14:20:13,956.164,579.296,4.1,3.1,not present ,0,0,
26/10/2019,14:30:12,956.164,579.296,4.1,3,not present ,0,0,
26/10/2019,14:40:13,956.163,579.257,4.09,3.1,not present ,0,0,
26/10/2019,14:50:12,956.162,579.218,4.09,3.1,not present ,0,0,
26/10/2019,15:00:13,956.161,579.208,4.09,3,not present ,0,0,
26/10/2019,15:10:13,956.161,579.184,4.09,3,not present ,0,0,
26/10/2019,15:20:13,956.161,579.182,4.09,3,not present ,0,0,
26/10/2019,15:30:13,956.161,579.203,4.09,3,not present ,0,0,
26/10/2019,15:40:13,956.161,579.179,4.09,3.1,not present ,0,0,
26/10/2019,15:50:13,956.161,579.203,4.08,3.2,not present ,0,0,
26/10/2019,16:00:13,956.161,579.205,4.08,3.2,not present ,0,0,
26/10/2019,16:10:13,956.161,579.208,4.08,3.4,not present ,0,0,
26/10/2019,16:20:13,956.162,579.216,4.08,3.4,not present ,0,0,
26/10/2019,16:30:13,956.161,579.192,4.08,3.5,not present ,0,0,
26/10/2019,16:40:13,956.16,579.14,4.08,3.5,not present ,0,0,
26/10/2019,16:50:12,956.159,579.112,4.08,3.6,not present ,0,0,
26/10/2019,17:00:12,956.159,579.101,4.08,3.7,not present ,0,0,
26/10/2019,17:10:12,956.159,579.101,4.08,3.6,not present ,0,0,
26/10/2019,17:20:12,956.158,579.08,4.08,3.7,not present ,0,0,
26/10/2019,17:30:13,956.157,579.023,4.08,3.7,not present ,0,0,
26/10/2019,17:40:13,956.156,578.984,4.09,6.4,present ,12.59,86.1,
26/10/2019,17:50:13,956.153,578.867,4.09,7.6,present ,12.55,86.4,
26/10/2019,18:00:13,956.152,578.828,4.1,8.1,present ,12.52,86.4,
26/10/2019,18:10:13,956.151,578.789,4.12,8.2,present ,12.49,87,
26/10/2019,18:20:13,956.052,574.882,4.13,8.39,present ,12.49,87,
26/10/2019,18:30:13,956.049,574.794,4.14,8.6,present ,12.45,87.3,
26/10/2019,18:40:13,956.041,574.479,4.14,8.5,present ,12.48,86.7,
26/10/2019,18:50:13,956.039,574.375,4.14,8.39,present ,12.49,87,
26/10/2019,19:00:13,956.037,574.299,4.17,8.2,present ,12.49,123.9,
26/10/2019,19:10:13,956.037,574.296,4.18,8.7,present ,12.48,122.4,
26/10/2019,19:20:12,956.035,574.226,4.18,7.2,present ,12.47,121.2,
26/10/2019,19:30:12,956.034,574.179,4.18,6.4,present ,12.47,120.9,
26/10/2019,19:40:12,956.021,573.671,4.18,6,present ,12.46,120.6,
26/10/2019,19:50:12,956.019,573.593,4.18,5.9,present ,12.46,120.6,
26/10/2019,20:00:13,956.019,573.588,4.18,5.5,present ,12.46,120.6,
26/10/2019,20:10:12,956.015,573.437,4.18,5.5,present ,12.46,120.6,
26/10/2019,20:20:13,956.014,573.398,4.18,5.3,present ,12.46,120.3,
26/10/2019,20:30:13,955.909,569.257,4.18,5.4,present ,12.5,120.3,
26/10/2019,20:40:13,955.908,569.218,4.18,5.3,present ,12.5,120.3,
26/10/2019,20:50:13,955.905,569.101,4.18,5.4,present ,12.5,120.3,
26/10/2019,21:00:13,955.903,569.023,4.18,5.4,present ,12.5,120,
26/10/2019,21:10:13,955.903,569.023,4.18,5.1,present ,12.53,120.3,
26/10/2019,21:20:13,955.902,568.997,4.18,5.3,present ,12.5,120,
26/10/2019,21:30:13,955.902,568.984,4.18,5.2,present ,12.53,120,
26/10/2019,21:40:13,955.902,568.984,4.18,5.4,present ,12.53,119.4,
26/10/2019,21:50:13,955.902,568.984,4.18,5.3,present ,12.53,119.4,
26/10/2019,22:00:13,955.901,568.942,4.18,5.2,present ,12.53,119.7,
26/10/2019,22:10:12,955.9,568.906,4.18,5.4,present ,12.53,120.3,
26/10/2019,22:20:13,955.722,561.914,4.18,5.3,present ,12.53,120.3,
26/10/2019,22:30:12,955.722,561.914,4.18,5.3,present ,12.53,119.4,
26/10/2019,22:40:12,955.722,561.911,4.18,5.2,present ,12.53,120,
26/10/2019,22:50:13,955.721,561.885,4.18,5.1,present ,12.53,119.7,
26/10/2019,23:00:13,955.559,555.507,4.18,5,present ,12.5,120,
26/10/2019,23:10:13,955.556,555.39,4.18,4.9,present ,12.5,120,
26/10/2019,23:20:13,955.495,552.987,4.18,4.8,present ,12.5,120,
26/10/2019,23:30:13,955.493,552.89,4.18,4.6,present ,12.5,120,
26/10/2019,23:40:13,955.492,552.851,4.18,4.5,present ,12.5,120,
26/10/2019,23:50:13,955.491,552.815,4.18,4.5,present ,12.53,119.7,
27/10/2019,0:00:13,955.49,552.781,4.18,4.4,present ,12.5,120,
27/10/2019,0:10:13,955.49,552.773,4.18,4.5,present ,12.49,119.7,
27/10/2019,0:20:13,955.488,552.705,4.18,4.1,present ,12.49,119.7,
27/10/2019,0:30:13,955.487,552.656,4.18,4.1,present ,12.5,120,
27/10/2019,0:40:13,955.486,552.617,4.18,4.1,present ,12.5,120,
27/10/2019,0:50:12,955.483,552.5,4.18,4,present ,12.49,119.7,
27/10/2019,1:00:12,955.482,552.468,4.18,4.3,present ,12.49,119.4,
27/10/2019,1:10:12,955.482,552.46,4.18,4.1,present ,12.5,120,
27/10/2019,1:20:12,955.481,552.421,4.18,4.1,present ,12.5,120,
27/10/2019,1:30:13,955.481,552.421,4.18,4.1,present ,12.5,120,
27/10/2019,1:40:13,955.481,552.419,4.18,4.3,present ,12.5,120,
27/10/2019,1:50:13,955.481,552.427,4.18,4.1,present ,12.5,120,
27/10/2019,2:00:13,955.482,552.458,4.18,4.3,present ,12.49,119.7,
27/10/2019,2:10:13,955.481,552.421,4.18,4.1,present ,12.5,120,
27/10/2019,2:20:13,955.481,552.421,4.18,4.3,present ,12.5,120.3,
27/10/2019,2:30:13,955.481,552.416,4.18,4.1,present ,12.49,119.7,
27/10/2019,2:40:13,955.48,552.395,4.18,4.1,present ,12.46,120,
27/10/2019,2:50:13,955.48,552.382,4.18,4.1,present ,12.46,120.3,
27/10/2019,3:00:13,955.48,552.382,4.17,4.1,present ,12.46,120.3,
27/10/2019,3:10:13,955.48,552.382,4.18,4,present ,12.5,120,
27/10/2019,3:20:13,955.48,552.362,4.18,4,present ,12.46,120.3,
27/10/2019,3:30:12,955.479,552.356,4.16,4.1,present ,12.46,120.6,
27/10/2019,3:40:12,955.48,552.382,4.18,4.3,present ,12.46,120.6,
27/10/2019,3:50:12,955.48,552.382,4.18,4.1,present ,12.46,120.3,
27/10/2019,4:00:13,955.48,552.38,4.18,4.3,present ,12.46,120,
27/10/2019,4:10:13,955.479,552.343,4.18,4.3,present ,12.46,120.6,
27/10/2019,4:20:12,955.479,552.348,4.18,4.4,present ,12.46,120.3,
27/10/2019,4:30:13,955.48,552.377,4.18,4.5,present ,12.46,120.6,
27/10/2019,4:40:13,955.48,552.372,4.18,4.4,present ,12.46,120.6,
27/10/2019,4:50:13,955.48,552.382,4.18,4.5,present ,12.46,120.3,
27/10/2019,5:00:13,955.48,552.38,4.18,4.5,present ,12.46,120.6,
27/10/2019,5:10:13,955.48,552.362,4.18,4.6,present ,12.46,120.6,
27/10/2019,5:20:13,955.48,552.362,4.18,4.4,present ,12.46,120.3,
27/10/2019,5:30:13,955.479,552.343,4.18,4.4,present ,12.46,120.6,
27/10/2019,5:40:13,955.479,552.343,4.18,4.3,present ,12.43,120.6,
27/10/2019,5:50:13,955.479,552.343,4.18,4.1,present ,12.46,120.6,
27/10/2019,6:00:13,955.478,552.304,4.18,4,present ,12.46,120.6,
27/10/2019,6:10:13,955.477,552.268,4.18,3.9,present ,12.46,120,
27/10/2019,6:20:12,955.476,552.226,4.18,3.5,present ,12.46,120.3,
27/10/2019,6:30:13,955.474,552.148,4.18,3.2,present ,12.46,120,
27/10/2019,6:40:12,955.473,552.109,4.18,2.8,present ,12.43,120.3,
27/10/2019,6:50:13,955.472,552.07,4.18,2.5,present ,12.46,120.6,
27/10/2019,7:00:13,955.471,552.023,4.18,2.4,present ,12.46,120.3,
27/10/2019,7:10:13,955.469,551.953,4.19,1.6,not present ,0,0,
27/10/2019,7:20:13,955.469,551.953,4.19,1.1,not present ,0,0,
27/10/2019,7:30:13,955.468,551.908,4.18,0.1,not present ,0,0,
27/10/2019,7:40:13,955.466,551.835,4.18,0.1,not present ,0,0,
27/10/2019,7:50:13,955.465,551.799,4.18,0.1,not present ,0,0,
27/10/2019,8:00:13,955.465,551.796,4.17,0,not present ,0,0,
27/10/2019,8:10:13,955.465,551.796,4.17,0,not present ,0,0,
27/10/2019,8:20:13,955.465,551.791,4.17,0,not present ,0,0,
27/10/2019,8:30:13,955.465,551.796,4.17,0,not present ,0,0,
27/10/2019,8:40:12,955.465,551.804,4.17,0,not present ,0,0,
27/10/2019,8:50:12,955.466,551.835,4.16,0,not present ,0,0,
27/10/2019,9:00:12,955.467,551.875,4.16,0,not present ,0,0,
27/10/2019,9:10:13,955.468,551.914,4.16,1.2,not present ,0,0,
27/10/2019,9:20:12,955.468,551.914,4.16,1.6,not present ,0,0,
27/10/2019,9:30:13,955.469,551.953,4.15,1.9,not present ,0,0,
27/10/2019,9:40:13,955.47,551.992,4.15,2.09,not present ,0,0,
27/10/2019,9:50:13,955.471,552.031,4.15,2.3,not present ,0,0,
27/10/2019,10:00:13,955.471,552.031,4.15,2.5,not present ,0,0,
27/10/2019,10:10:13,955.472,552.07,4.15,2.7,not present ,0,0,
27/10/2019,10:20:13,955.473,552.109,4.14,3.1,not present ,0,0,
27/10/2019,10:30:13,955.474,552.151,4.14,3.5,not present ,0,0,
27/10/2019,10:40:13,955.476,552.226,4.14,4,not present ,0,0,
27/10/2019,10:50:13,955.478,552.304,4.14,4.5,not present ,0,0,
27/10/2019,11:00:13,955.481,552.403,4.14,4.9,not present ,0,0,
27/10/2019,11:10:13,955.481,552.427,4.13,5.6,not present ,0,0,
27/10/2019,11:20:13,955.482,552.46,4.13,5.7,not present ,0,0,
27/10/2019,11:30:13,955.482,552.46,4.13,6.1,not present ,0,0,
27/10/2019,11:40:12,955.482,552.46,4.13,6.2,not present ,0,0,
27/10/2019,11:50:13,955.483,552.5,4.12,6.6,not present ,0,0,
27/10/2019,12:00:12,955.483,552.494,4.12,6.8,not present ,0,0,
27/10/2019,12:10:13,955.483,552.5,4.12,7.1,not present ,0,0,
27/10/2019,12:20:13,955.483,552.5,4.12,7.4,not present ,0,0,
27/10/2019,12:30:13,955.482,552.468,4.12,7.8,not present ,0,0,
27/10/2019,12:40:13,955.481,552.421,4.12,8.1,not present ,0,0,
27/10/2019,12:50:13,955.48,552.382,4.11,8.39,not present ,0,0,
27/10/2019,13:00:13,955.475,552.187,4.11,8.7,not present ,0,0,
27/10/2019,13:10:13,955.473,552.109,4.11,8.89,not present ,0,0,
27/10/2019,13:20:13,955.472,552.054,4.11,9,not present ,0,0,
27/10/2019,13:30:13,955.461,551.64,4.11,9.2,not present ,0,0,
27/10/2019,13:40:13,955.432,550.51,4.1,9.3,not present ,0,0,
27/10/2019,13:50:13,955.424,550.156,4.1,9.7,not present ,0,0,
27/10/2019,14:00:13,955.421,550.039,4.1,9.89,not present ,0,0,
27/10/2019,14:10:12,955.417,549.882,4.1,10.2,not present ,0,0,
27/10/2019,14:20:13,955.386,548.671,4.1,10.3,not present ,0,0,
27/10/2019,14:30:13,955.384,548.593,4.1,10.4,not present ,0,0,
27/10/2019,14:40:12,955.381,548.476,4.09,10.4,not present ,0,0,
27/10/2019,14:50:13,955.379,548.398,4.09,10.4,not present ,0,0,
27/10/2019,15:00:13,955.378,548.359,4.09,10.6,not present ,0,0,
27/10/2019,15:10:13,955.377,548.325,4.09,10.7,not present ,0,0,
27/10/2019,15:20:13,955.377,548.333,4.09,10.8,not present ,0,0,
27/10/2019,15:30:13,955.351,547.299,4.08,11,not present ,0,0,
27/10/2019,15:40:13,955.345,547.07,4.08,11,not present ,0,0,
27/10/2019,15:50:13,955.336,546.718,4.08,11,not present ,0,0,
27/10/2019,16:00:13,955.333,546.601,4.08,10.8,not present ,0,0,
27/10/2019,16:10:13,955.333,546.601,4.08,10.7,not present ,0,0,
27/10/2019,16:20:13,955.333,546.601,4.08,10.8,not present ,0,0,
27/10/2019,16:30:13,955.332,546.531,4.08,10.3,not present ,0,0,
27/10/2019,16:40:13,955.329,546.445,4.08,9.8,not present ,0,0,
27/10/2019,16:50:12,955.279,544.453,4.08,9.39,not present ,0,0,
27/10/2019,17:00:12,955.268,544.028,4.08,9.1,not present ,0,0,
27/10/2019,17:10:12,955.265,543.906,4.08,8.6,not present ,0,0,
27/10/2019,17:20:12,955.26,543.71,4.07,8.1,not present ,0,0,
27/10/2019,17:30:13,955.257,543.596,4.07,7.9,not present ,0,0,
27/10/2019,17:40:13,955.257,543.593,4.07,7.4,not present ,0,0,
27/10/2019,17:50:13,955.254,543.476,4.07,7.4,not present ,0,0,
27/10/2019,18:00:13,955.255,543.515,4.07,6.6,not present ,0,0,
27/10/2019,18:10:13,955.253,543.432,4.07,6.5,not present ,0,0,
27/10/2019,18:20:13,955.245,543.125,4.08,8.6,present ,12.95,83.1,
27/10/2019,18:30:13,955.237,542.817,4.09,9.6,present ,12.92,83.4,
27/10/2019,18:40:13,955.237,542.812,4.09,9.8,present ,12.89,84,
27/10/2019,18:50:13,955.237,542.812,4.1,9.7,present ,12.89,84,
27/10/2019,19:00:13,955.237,542.812,4.11,9.5,present ,12.89,84,
27/10/2019,19:10:13,955.237,542.812,4.12,9.5,present ,12.85,83.7,
27/10/2019,19:20:13,955.237,542.796,4.13,9.1,present ,12.86,84.3,
27/10/2019,19:30:13,955.235,542.742,4.14,9.2,present ,12.82,84,
27/10/2019,19:40:12,955.235,542.734,4.15,8.89,present ,12.82,84.3,
27/10/2019,19:50:13,955.235,542.726,4.17,8.7,present ,12.85,120,
27/10/2019,20:00:12,955.234,542.695,4.18,8.89,present ,12.83,117.9,
27/10/2019,20:10:13,955.234,542.695,4.18,7.7,present ,12.83,117,
27/10/2019,20:20:13,955.234,542.695,4.19,6.6,present ,12.82,116.4,
27/10/2019,20:30:13,955.234,542.692,4.19,5.6,present ,12.79,116.7,
27/10/2019,20:40:13,955.234,542.692,4.18,5.3,present ,12.78,116.1,
27/10/2019,20:50:13,955.234,542.682,4.17,5.4,present ,12.79,117,
27/10/2019,21:00:13,955.233,542.666,4.18,5.5,present ,12.78,116.1,
27/10/2019,21:10:13,955.233,542.666,4.18,5.4,present ,12.79,116.4,
27/10/2019,21:20:13,955.233,542.661,4.18,5,present ,12.79,116.7,
27/10/2019,21:30:13,955.233,542.656,4.18,4.9,present ,12.79,116.4,
27/10/2019,21:40:13,955.233,542.674,4.18,5,present ,12.82,116.1,
27/10/2019,21:50:13,955.234,542.677,4.18,5.2,present ,12.78,116.1,
27/10/2019,22:00:12,955.234,542.695,4.18,5.5,present ,12.79,116.7,
27/10/2019,22:10:12,955.234,542.695,4.18,5.4,present ,12.79,116.4,
27/10/2019,22:20:12,955.234,542.703,4.18,6,present ,12.79,116.4,
27/10/2019,22:30:13,955.234,542.695,4.18,5.6,present ,12.79,116.7,
27/10/2019,22:40:12,955.234,542.695,4.18,5.9,present ,12.79,116.4,
27/10/2019,22:50:13,955.234,542.695,4.18,5.4,present ,12.79,116.7,
27/10/2019,23:00:13,955.234,542.695,4.18,5.7,present ,12.79,116.7,
27/10/2019,23:10:13,955.234,542.695,4.18,5.5,present ,12.75,116.7,
27/10/2019,23:20:13,955.234,542.695,4.18,5.4,present ,12.79,116.4,
27/10/2019,23:30:13,955.234,542.695,4.18,5.2,present ,12.79,116.7,
27/10/2019,23:40:13,955.234,542.695,4.18,5,present ,12.78,116.1,
27/10/2019,23:50:13,955.234,542.69,4.18,4.9,present ,12.75,116.7,
28/10/2019,0:00:13,955.234,542.687,4.18,4.69,present ,12.76,117,
28/10/2019,0:10:13,955.234,542.695,4.18,4.5,present ,12.75,116.7,
28/10/2019,0:20:13,955.234,542.687,4.18,4.3,present ,12.76,117.3,
28/10/2019,0:30:13,955.234,542.687,4.18,4.3,present ,12.75,116.4,
28/10/2019,0:40:13,955.234,542.677,4.19,4.3,present ,12.75,116.7,
28/10/2019,0:50:13,955.233,542.671,4.19,4.3,present ,12.75,116.7,
